Sirket	Urun	Tur Adi	Inc	Ram	Isletim Sistemi	Agirlik	Ekran	Ekran Genisligi	Ekran Yuksekligi	Dokunmatik Ekran	IPS Panel	Retina Ekran	Islemci Sirketi	Islemci Frekansi	Islemci Modeli	Birincil Depolama	Ikincil Depolama	Birincil Depolama Turu	Ikincil Depolama Turu	Grafik Karti Sirketi	Grafik Karti Modeli	Fiyat(TürkLirasi)
MSI	GS63VR 7RG	Gaming	15.6	16.0	Windows 10	1.8	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	2048.0	SSD	HDD	Nvidia	GeForce GTX 1070	82935.5
Lenovo	IdeaPad 320-15IKBN	Notebook	15.6	8.0	No OS	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce 940MX	23273.0
HP	Probook 470	Notebook	17.3	16.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Nvidia	GeForce 930MX 	47027.0
Acer	Aspire 3	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	AMD	3.0	A9-Series 9420	256.0	0.0	SSD	No	AMD	Radeon R5	16687.0
HP	250 G6	Notebook	15.6	4.0	No OS	1.86	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	500.0	0.0	HDD	No	Intel	HD Graphics 400	9583.0
HP	Probook 440	Notebook	14.0	8.0	Windows 10	1.63	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	1024.0	0.0	HDD	No	Intel	UHD Graphics 620	30044.0
Asus	E402WA-GA007T (E2-6110/4GB/64GB/W10	Notebook	14.0	4.0	Windows 10 S	1.65	Standard	1366.0	768.0	No	No	No	AMD	1.5	E-Series 6110	64.0	0.0	SSD	No	AMD	Radeon R2	10285.630000000001
Dell	Inspiron 5770	Notebook	17.3	16.0	Windows 10	2.8	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	2048.0	SSD	HDD	AMD	Radeon 530	51652.0
HP	ProBook 470	Notebook	17.3	8.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	34336.0
Dell	Inspiron 5567	Notebook	15.6	8.0	Windows 10	2.36	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	AMD	Radeon R7 M445	23642.63
Dell	Inspiron 3567	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	AMD	Radeon R5 M430	16613.0
Acer	Swift 3	Ultrabook	14.0	8.0	Windows 10	1.6	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	32708.0
Acer	Aspire A515-51G-37JS	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i3 7130U	256.0	0.0	SSD	No	Nvidia	GeForce MX130	21164.0
HP	15-BS078nr (i7-7500U/8GB/1TB/W10)	Notebook	15.6	8.0	Windows 10	2.05	Standard	1366.0	768.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	22126.0
HP	Probook 440	Notebook	14.0	8.0	Windows 10	1.63	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	36556.0
Lenovo	V110-15IAP (N3350/4GB/1TB/No	Notebook	15.6	4.0	No OS	1.9	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	1024.0	0.0	HDD	No	Intel	HD Graphics 500	9337.32
Asus	FX753VD-GC086T (i5-7300HQ/8GB/1TB	Gaming	17.3	8.0	Windows 10	3.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	34706.0
Lenovo	IdeaPad 320-15IKBN	Notebook	15.6	4.0	No OS	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Nvidia	GeForce 920MX	18463.0
HP	Envy 13-AD007nv	Notebook	13.3	4.0	Windows 10	1.32	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	25863.0
Acer	Aspire 5	Notebook	17.3	4.0	Windows 10	3.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i3 7130U	1024.0	0.0	HDD	No	Nvidia	GeForce MX130	24235.0
Lenovo	ThinkPad E480	Notebook	14.0	8.0	Windows 10	1.75	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	AMD	Radeon RX 550	41292.74
Lenovo	Legion Y520-15IKBN	Gaming	15.6	8.0	No OS	2.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050M	32153.0
Toshiba	Satellite Pro	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	22274.0
HP	255 G6	Notebook	15.6	4.0	Windows 10	1.86	Standard	1366.0	768.0	No	No	No	AMD	2.5	A6-Series 9220	256.0	0.0	SSD	No	AMD	Radeon R4 Graphics	13653.0
Asus	ZenBook UX430UA	Ultrabook	14.0	8.0	Windows 10	1.25	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	40663.0
HP	EliteBook Folio	Ultrabook	12.5	8.0	Windows 10	0.97	4K Ultra HD	3840.0	2160.0	Yes	Yes	No	Intel	1.2	Core M 6Y75	512.0	0.0	SSD	No	Intel	HD Graphics 515	74518.0
Asus	X541NA (N3350/4GB/1TB/FHD/W10)	Notebook	15.6	4.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	1024.0	0.0	HDD	No	Intel	HD Graphics 500	12728.0
MSI	GE72MVR 7RG	Gaming	17.3	16.0	Windows 10	2.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	75073.0
Acer	Aspire A315-51	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	16539.0
Dell	Inspiron 5577	Gaming	15.6	16.0	Windows 10	2.56	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	46222.62
Dell	Inspiron 7567	Gaming	15.6	8.0	Windows 10	2.62	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	Hybrid	No	Nvidia	GeForce GTX 1050	33263.0
Lenovo	V110-15IKB (i5-7200U/4GB/128GB/W10)	Notebook	15.6	4.0	Windows 10	1.9	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	18426.0
MSI	GE73VR 7RE	Gaming	17.3	16.0	Windows 10	2.8	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	69930.0
HP	EliteBook 840	Ultrabook	14.0	4.0	Windows 10	1.48	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i5 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	40034.0
HP	15-BS103nv (i5-8250U/6GB/256GB/Radeon	Notebook	15.6	6.0	Windows 10	1.91	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	AMD	Radeon 520	22903.0
Lenovo	Yoga 520-14IKB	2 in 1 Convertible	14.0	4.0	Windows 10	1.74	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.4	Core i3 7100U	256.0	0.0	SSD	No	Intel	HD Graphics 620	23273.0
Asus	ZenBook Flip	2 in 1 Convertible	13.3	8.0	Windows 10	1.1	Full HD	1920.0	1080.0	Yes	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	HD Graphics 620	48655.0
Dell	Inspiron 5579	2 in 1 Convertible	15.6	8.0	Windows 10	1.56	Full HD	1920.0	1080.0	Yes	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	38813.0
Toshiba	Satellite Pro	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.2	Core i3 6006U	500.0	0.0	HDD	No	Intel	HD Graphics 520	16539.0
Asus	X555BP-XX180T (A9-9420/4GB/1TB/Radeon	Notebook	15.6	4.0	Windows 10	2.03	Standard	1366.0	768.0	No	No	No	AMD	3.0	A9-Series 9420	1024.0	0.0	HDD	No	AMD	Radeon R5 M420	14911.0
Acer	Aspire A517-51G	Notebook	17.3	4.0	Windows 10	3.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Nvidia	GeForce MX150	29785.0
Dell	Inspiron 3576	Notebook	15.6	8.0	Windows 10	2.13	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	AMD	Radeon 520	26936.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	16.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050 Ti	39923.0
Acer	Aspire A315-31	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	1024.0	0.0	HDD	No	Intel	HD Graphics 500	12876.0
MSI	GE63VR 7RE	Gaming	15.6	16.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	66563.0
Acer	Aspire 3	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	1024.0	0.0	HDD	No	Intel	HD Graphics 505	13449.869999999999
Dell	Inspiron 5577	Gaming	15.6	8.0	Windows 10	2.56	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	39238.13
Acer	Aspire A517-51G	Notebook	17.3	8.0	Windows 10	3.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Nvidia	GeForce MX150	31598.0
HP	ProBook 430	Notebook	13.3	4.0	Windows 10	1.49	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	500.0	0.0	HDD	No	Intel	UHD Graphics 620	27898.0
Huawei	MateBook X	Ultrabook	13.0	8.0	Windows 10	1.05	Full HD	2160.0	1440.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	49913.0
HP	17-bs001nv (i5-7200U/6GB/2TB/Radeon	Notebook	17.3	6.0	Windows 10	2.71	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	2048.0	0.0	HDD	No	AMD	Radeon 520	25863.0
Lenovo	IdeaPad 320-15AST	Notebook	15.6	4.0	No OS	2.2	Standard	1366.0	768.0	No	No	No	AMD	2.9	A6-Series 9220	500.0	0.0	HDD	No	AMD	Radeon R4 Graphics	11433.0
Toshiba	Satellite Pro	Notebook	15.6	4.0	Windows 10	2.0	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	500.0	0.0	HDD	No	Intel	HD Graphics 620	18093.0
HP	ProBook 470	Notebook	17.3	8.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	34151.0
Dell	Inspiron 3567	Notebook	15.6	8.0	Windows 10	2.3	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	16983.0
Acer	Aspire A315-51	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	0.0	SSD	No	Intel	HD Graphics 520	16613.0
MSI	GT80S 6QF-074US	Gaming	18.4	32.0	Windows 10	4.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.9	Core i7 6920HQ	512.0	1024.0	SSD	HDD	Nvidia	GTX 980 SLI	103563.0
Lenovo	V310-15IKB (i5-7200U/8GB/1TB	Notebook	15.6	8.0	Windows 10	1.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	1024.0	SSD	HDD	AMD	R17M-M1-70	30081.0
HP	Spectre x360	2 in 1 Convertible	13.3	8.0	Windows 10	1.29	4K Ultra HD	3840.0	2160.0	Yes	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	55463.0
Dell	Inspiron 5570	Notebook	15.6	16.0	Linux	2.02	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	2048.0	SSD	HDD	AMD	Radeon 530	38813.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.23	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	51763.0
Lenovo	Yoga 920-13IKB	2 in 1 Convertible	13.9	16.0	Windows 10	1.4	4K Ultra HD	3840.0	2160.0	Yes	Yes	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Intel	UHD Graphics 620	68413.0
Toshiba	Satellite Pro	Notebook	15.6	8.0	Windows 10	2.0	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	29341.0
Xiaomi	Mi Notebook	Notebook	15.6	8.0	No OS	1.95	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Nvidia	GeForce MX150	44363.0
Dell	Inspiron 7773	Notebook	17.3	16.0	Windows 10	2.77	Full HD	1920.0	1080.0	Yes	No	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Nvidia	GeForce 150MX	57313.0
Dell	XPS 15	Notebook	15.6	16.0	Windows 10	2.06	4K Ultra HD	3840.0	2160.0	Yes	No	No	Intel	2.8	Core i7 7700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	88689.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	8.0	No OS	2.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7300HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	28823.0
Acer	Swift 7	Ultrabook	13.3	8.0	Windows 10	1.12	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.2	Core i5 7Y54	256.0	0.0	SSD	No	Intel	HD Graphics 615	36593.0
Dell	Inspiron 5770	Notebook	17.3	8.0	Windows 10	2.8	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	128.0	1024.0	SSD	HDD	AMD	Radeon 530	40145.0
Lenovo	Thinkpad Yoga	2 in 1 Convertible	14.0	16.0	Windows 10	1.42	Standard	2560.0	1440.0	Yes	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	SSD	No	Intel	HD Graphics 620	104488.0
Vero	K147 (N3350/4GB/32GB/FHD/W10)	Notebook	14.0	4.0	Windows 10	1.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 500	9620.0
Xiaomi	Mi Notebook	Ultrabook	13.3	8.0	No OS	1.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce MX150	36996.299999999996
Lenovo	IdeaPad 320-17IKBR	Notebook	17.3	8.0	No OS	2.8	Standard	1600.0	900.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Nvidia	GeForce MX150	25826.0
Dell	Inspiron 5379	2 in 1 Convertible	13.3	8.0	Windows 10	1.62	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	1.8	Core i7 8550U	1024.0	0.0	HDD	No	Intel	UHD Graphics 620	31043.0
HP	ProBook 470	Notebook	17.3	8.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	1024.0	0.0	HDD	No	Nvidia	GeForce 930MX	33818.0
Razer	Blade Pro	Gaming	17.3	32.0	Windows 10	3.49	4K Ultra HD	3840.0	2160.0	Yes	No	No	Intel	2.9	Core i7 7820HK	1024.0	0.0	SSD	No	Nvidia	GeForce GTX 1080	225663.0
HP	ProBook 430	Notebook	13.3	8.0	Windows 10	1.49	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	512.0	0.0	SSD	No	Intel	UHD Graphics 620	35483.0
HP	Omen 17-W295	Gaming	17.3	16.0	Windows 10	3.35	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	51023.0
HP	Probook 470	Notebook	17.3	8.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX 	38665.0
Dell	Inspiron 7577	Gaming	15.6	16.0	Windows 10	2.65	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	512.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	68265.0
Lenovo	V110-15ISK (i5-6200U/4GB/128GB/W10)	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	128.0	0.0	SSD	No	Intel	HD Graphics 520	18241.0
Acer	Aspire E5-576G	Notebook	15.6	8.0	Windows 10	2.23	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	27454.0
Lenovo	Legion Y720-15IKB	Gaming	15.6	16.0	Windows 10	3.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	512.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	64713.0
Dell	Precision 7520	Workstation	15.6	16.0	Windows 10	2.8	4K Ultra HD	3840.0	2160.0	No	No	No	Intel	3.0	Xeon E3-1505M V6	256.0	1024.0	SSD	HDD	Nvidia	Quadro M1200	113035.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	16.0	No OS	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1060	51726.0
Dell	Inspiron 3567	Notebook	15.6	6.0	Windows 10	2.3	Standard	1366.0	768.0	Yes	No	No	Intel	2.4	Core i3 7100U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	16243.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.21	4K Ultra HD	3840.0	2160.0	Yes	Yes	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	72113.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	53613.0
Lenovo	IdeaPad 320-15IKBN	Notebook	15.6	8.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	22089.0
Acer	Aspire 7	Notebook	15.6	8.0	Linux	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	28823.0
Asus	ROG GL703VD-GC028T	Gaming	17.3	16.0	Windows 10	2.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	52059.0
HP	15-bs018nq (i3-6006U/4GB/500GB/FHD/No	Notebook	15.6	4.0	No OS	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	500.0	0.0	HDD	No	Intel	HD Graphics 520	12913.0
Lenovo	IdeaPad 320-15IKBN	Notebook	15.6	8.0	No OS	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	20313.0
Huawei	MateBook X	Ultrabook	13.0	8.0	Windows 10	1.05	Full HD	2160.0	1440.0	No	Yes	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	55463.0
Dell	Inspiron 5370	Ultrabook	13.3	8.0	Windows 10	1.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	AMD	Radeon 530	34479.56
Lenovo	IdeaPad 320-17IKB	Notebook	17.3	8.0	No OS	2.8	Standard	1600.0	900.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 940MX	21793.0
HP	Probook 440	Notebook	14.0	8.0	Windows 10	1.63	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	38147.0
Dell	Latitude 5490	Ultrabook	14.0	8.0	Windows 10	1.6	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	42513.0
Dell	Inspiron 5379	2 in 1 Convertible	13.3	16.0	Windows 10	1.62	Full HD	1920.0	1080.0	Yes	No	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Intel	UHD Graphics 620	47323.0
Dell	Inspiron 3576	Notebook	15.6	8.0	Linux	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	AMD	Radeon 520	25061.95
Lenovo	Yoga 520-14IKB	2 in 1 Convertible	14.0	8.0	Windows 10	1.74	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	33263.0
Toshiba	Portege Z30-C-16L	Ultrabook	13.3	8.0	Windows 10	1.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	256.0	0.0	SSD	No	Intel	HD Graphics 520	50431.0
HP	ProBook 450	Notebook	15.6	8.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	1024.0	0.0	HDD	No	Intel	UHD Graphics 620	29378.0
Dell	Alienware 17	Gaming	17.3	16.0	Windows 10	4.42	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	90884.58
Acer	Aspire E5-576G	Notebook	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce 940MX	30784.0
Dell	Inspiron 5567	Notebook	15.6	16.0	Windows 10	2.3	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	AMD	Radeon R7 M445	31783.37
Asus	Vivobook X541UV-DM1217T	Notebook	15.6	8.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce 920MX 	28453.0
Asus	K756UX-T4340T (i5-7200U/8GB/500GB	Notebook	17.3	8.0	Windows 10	2.69	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	500.0	SSD	HDD	Nvidia	GeForce GTX 950M	32967.0
HP	ZBook 15u	Notebook	15.6	8.0	Windows 10	1.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	AMD	FirePro W4190M 	46953.0
Asus	Pro P2540UA-XO0198T	Notebook	15.6	4.0	Windows 10	2.37	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	14762.630000000001
HP	15-rb013nv (E2-9000e/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	AMD	1.5	E-Series 9000e	500.0	0.0	HDD	No	AMD	Radeon R2	12210.0
Lenovo	Legion Y720-15IKB	Gaming	15.6	16.0	Windows 10	3.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	55463.0
Dell	Vostro 5468	Notebook	14.0	8.0	Windows 10	1.6	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	31783.0
Acer	Aspire R7	2 in 1 Convertible	13.3	8.0	Windows 10	1.6	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	25493.0
Dell	Inspiron 5567	Notebook	15.6	16.0	Linux	2.36	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	AMD	Radeon R7 M445	33263.0
Acer	Aspire A315-51	Notebook	15.6	4.0	Linux	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	14430.0
Asus	X555QG-DM242T (A10-9620P/4GB/1TB	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	AMD	2.5	A10-Series A10-9620P	128.0	1024.0	SSD	HDD	AMD	Radeon R5 M430	21275.0
Asus	ROG G703VI-E5062T	Gaming	17.3	32.0	Windows 10	4.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.9	Core i7 7820HK	512.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1080	143930.0
Acer	Nitro AN515-51	Gaming	15.6	8.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7300HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	31302.0
Lenovo	IdeaPad 320-15ISK	Notebook	15.6	8.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	0.0	SSD	No	Intel	HD Graphics 520	21793.0
Asus	VivoBook Pro	Notebook	17.3	8.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	128.0	1024.0	SSD	HDD	Nvidia	GeForce 150MX	42365.0
Asus	F756UX-T4201D (i7-7500U/8GB/128GB	Notebook	17.3	8.0	No OS	2.69	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 950M	32893.0
